id,ticket_text,category,priority
4543,Intranet User - [USERNAME] -  (External. [LOCATION])Service Request: Intranet User     Create Intranet only user for [USERNAME] (External. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]  Cost Center: [ADDRESS]  Company:   Department: [COMPANY] SE  Street:   ZIP:   City:   Country: Germany  Office: BOB. 2.54     Important: Please set the EA10 to the following value: [EMAIL] (leave blank. when empty)     Requestor: [NAME] ([COMPANY]. [LOCATION])  Additional information:  Frau Schlegel ist externe Mitarbeiterin und benötigt wieder Zugriff zum Intranet,Active Directory,Medium
1575,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
14067,Missing connection to all securitytools on system [SERVER],Software,Medium
9387,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Agentur Polen  Company: BizWebStudio  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jun 29 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME]. [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Dec 17 2018 12:00AM     Additional information:,Support general,Medium
9697,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Please provide access to:    J:/SC[LOCATION]/01_ICB_31122018       Thank you!       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Bitte richten Sie [NAME] Zugriff auf folgenden ordner ein: J:/SC[LOCATION]/01_ICB_31122018  Please provide acces to the following folder: J:/SC[LOCATION]/01_ICB_31122018  Thank you!,Fileservice,Medium
13764,Unable to access required training website.Hello.  We got notice of training due by the end of June and our normal login credentials were supposed to work.  However. when I tried to login the site would not accept my login credentials for some reason.  Can you look at this to see why I am not able to login?  I was working from home at the time and connected via[LOCATION]when I tried to take the training. The[LOCATION]is provided here:  [URL]  Thanks  [NAME],Active Directory,Medium
7480,Aardevo shared drives access,Fileservice,Medium
1782,Mail Zugriff freischalten,Support general,Medium
2334,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
11552,Initiated by GIT: Missing connection to AV and still Windows 7 on system [SERVER],Software,Medium
3851,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/[SERVER]    J:/MAPS    J:/MARKERDB    J:/MA-Z    J:/MAZ-Guests    J:/MAZ-MATE    J:/[SERVER]    J:/MBCALC    J:/MBDATA    J:/Meldung Pflanzenschutz    J:/PDW    J:/Topf- und Substratbestellungen    N:/_Share    N:/MA-Print    N:/[SERVER]         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1621,Create Shared Mailbox - [EMAIL] - my[COMPANY] RS,Support general,Medium
656,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,Medium
699,[TICKET ID] - A Support Ticket was forwarded to your role  - Additional Application[LOCATION]Service - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
1814,Missing connection to Inventory- and Update-Vendor ([SOFTWARE]) on system [SERVER]8,Software,Medium
1286,[TICKET ID] - New Support Ticket received  - Criar email para confirmação de intercompany,O365,Medium
1718,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
836,[TICKET ID] - New Support Ticket received  - Telefono no sincroniza contactos,Support general,Medium
1752,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
3295,Acessos - [NAME],Fileservice,Medium
507,Zugriff auf BrandnetHallo [COMPANY] Helpdesk    Bitte geben Sie den folgenden AD Accounts das Recht auf das Brandnet ([URL]) zuzugreifen.        *  [NAME]   *  [NAME]   *  [NAME]   Viele Grüße  Ina          [COMPANY] SE & Co. KGaA  [NAME]. 31  [ADDRESS]  Germany     Company Headquarters: [ADDRESS]  Registry [ADDRESS]. [ADDRESS]  Chairman of the Supervisory Board: [NAME]    General Partner: [COMPANY] SE  Registry [ADDRESS]. [ADDRESS]  Chairman of the Supervisory Board: [NAME]xecutive Board: [ADDRESS] (CEO).  [NAME]. [NAME]. [NAME]. [NAME]      [URL]  ,Active Directory,Medium
1152,[TICKET ID] - New Support Ticket received  - cant access attachment in an email,O365,Medium
1809,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
6456,[SERVER] - Missing microcode update,Software,Medium
1021,[TICKET ID] - New Support Ticket received  - Instalación tambor impresora Brother remolacha,Computer-Services,Medium
8606,Basis User - [TICKET ID] - [USERNAME]. Simon ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME]. Simon ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  31100  Company:  [COMPANY] SE  Department:  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 12474 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan  1 2019 12:00AM     Additional information:   Bitte den User Simon [USERNAME] wieder aktivieren.  Danke und Gruß  Ariane Knauth,Support general,Medium
1926,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1843,File Share Access - [TICKET ID] - [NAME] (KWA. [LOCATION]),Fileservice,Medium
1889,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
10077,Access to K drive in Center St. location fails[NAME] reports that at Station in town. access to the K drive is not working: they cant access or save files (multiple users).  Would like to troubleshoot this error soon.,Fileservice,Medium
14291,Light User for external - [TICKET ID] - [USERNAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47046  Function: [COMPANY][LOCATION]consultant for service desk (dispatching)  Company: [COMPANY] Limited  Department: GIT-EST  [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 10 2019 12:00AM     Additional information:  3 new [COMPANY] service desk consultants replacing present service desk consultants [NAME] and [NAME] who will move to security[LOCATION]team. as they have upgraded their skill sets and they can help existing team.  Approver = [NAME],Support general,Medium
1810,Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:    Department:  [LOCATION]  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13709 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019  3:00AM     Additional information:,Support general,Medium
812,[TICKET ID] - New Support Ticket received  - Scanner will not work,Computer-Services,Medium
3257,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Laufwerk J:/   [COMPANY]  [LOCATION]  CHR-GLOBE   CHR-H   VORLAGEN               Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1858,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1096,[TICKET ID] - A Support Ticket was forwarded to you  - error general en mi pc ,Support general,Medium
189,The following system must be set to End Of Life and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please perform the following steps for the asset [SERVER]:  1. Remove[LOCATION]Reservations. if applicable  2. Remove DNS-Entries ([COMPANY]up.ads.dir and [COMPANY].de). if applicable  3. Remove Aliase ([COMPANY]up.ads.dir and [COMPANY].de). if applicable  Please close this ticket as soon as the steps have been successfully completed / verified.,Support general,Medium
2198,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),Fileservice,Medium
721,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,Medium
1915,File Share Access - [TICKET ID] - Eubanks. [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
6531,Änderung Laufwerk H,Fileservice,Medium
6595,Light User for external - [USERNAME] - [NAME]Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44293  Function: IT Consultant  Company: [COMPANY]  Department: [COMPANY]_IT  Street: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 21 2018  7:00AM     Additional information:  User should have[LOCATION]account only and local PC admin to client computers located in the[LOCATION]OU.,Support general,Medium
9053,Change meeting options in team meetings,Support general,Medium
1770,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
1829,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
6968,Please correct email address for [NAME]The email address for [NAME] should be [EMAIL] mailto:[EMAIL] like EVERY OTHER [COMPANY] email addressed user requested. It is set to [USERNAME][EMAIL][COMPANY] mailto:[EMAIL][COMPANY] and that is not correct. Again.,Support general,Medium
10382,Light User for external - [TICKET ID] - Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]                                         Phone: [PHONE]                                              Cost Center: 32151  Function: Support  Company: [COMPANY] Einsteinstr. 8. [ADDRESS]  Department: SB-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  8 2019 12:00AM     Additional information:,Support general,Medium
1786,Create Shared Mailbox - [EMAIL] - [COMPANY] tarvel tool management,Support general,Medium
10670,Problems with external guest user due to email adress clash,Support general,Medium
879,Skype Fails,O365,Medium
1776,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2217,Shared Mailbox Access - [PASSWORD] - [EMAIL],Support general,Medium
1555,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
8146,Acesso a rede,Support general,Medium
1816,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
2120,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1263,[TICKET ID] - A Support Ticket was forwarded to your role  - Acesso Pasta Marketing ,Fileservice,Medium
3205,Impressora do[LOCATION]II falhando/borrando a impressão.,Computer-Services,Medium
4572,Instalação certificado A3,Software,Medium
2154,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1047,[TICKET ID] - New Support Ticket received  - Install[LOCATION][NAME],Software,Medium
8887,Please change primary email address [NAME]Please change the primary email address for [NAME] to [EMAIL] mailto:[EMAIL]. Thank you.,Support general,Medium
1844,File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),Fileservice,Medium
1837,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1086,[TICKET ID] - A Support Ticket was forwarded to you  - Acesso a Intranet [COMPANY],Support general,Medium
9846,Configuração de ScannerConfiguração de scanner na rede [COMPANY].,Computer-Services,Medium
2137,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1413,Excluir Laptop AD,Active Directory,Medium
1624,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
824,[TICKET ID] - New Support Ticket received  - Instalação de software,Software,Medium
3214,File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  GROUPS (J:) --> VORLAGEN     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
4291,Missing connection to all securitytools on system [SERVER],Software,Medium
2001,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1848,File Share Access - [TICKET ID] - Defrancq. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1787,Create Shared Mailbox - [EMAIL] - [COMPANY] travel security,Support general,Medium
1402,Acceso a unidad virtual J:,Fileservice,Medium
612,[TICKET ID] - New Support Ticket received  - Light User for external - [TICKET ID] - [NAME],Support general,Medium
1735,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
964,[TICKET ID] - New Support Ticket received  - Hotfix x Tango System,Support general,Medium
1681,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1512,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2153,Initiated by GIT: Missing connection to Directory (AD) on system [SERVER],Software,Medium
7767,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 32151  Function: Projektierung  Company: [COMPANY] Einsteinstr. 8. [ADDRESS]  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  8 2019 12:00AM     Additional information:,Support general,Medium
4758,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]_contract_project     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Bitte kurzfristig einrichten. danke und schönes WE!,Fileservice,Medium
