ticket_text,category,priority
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Hallo [NAME].        I need access to the following file directories. Can you please contact IT for me?       J:/[SERVER]   J:/Stundenbuecher   J:/TOM_DOKU       Vielen Dank!   [NAME]       [NAME]   Engineer of Facility Management Construction    Group Governance & Risk Management.   Technology Real Estate – Facility Management Construction (GGR-TFC)       Phone [PHONE]   [EMAIL]           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Bitte [NAME] die geannten Zugriffsrechte erteilen ! Danke und Gruß A. [USERNAME],Fileservice,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    [SERVER]-[SERVER]           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47045  Function: [COMPANY][LOCATION]consultant for MM/WM  Company: [COMPANY]  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 10 2019 12:00AM     Additional information:  [COMPANY] is on-boarding the new MM consultant Mrs. [NAME].  Existing MM consultant will be rolling off from [COMPANY] project by March 2019.   Approver = [NAME],Support general,Medium
[TICKET ID] - New Support Ticket received  - McAfee excepetion,Software,Medium
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access    Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])    Access Type: (RW) Read / Write    File Share:     J:/AG_MA_GE       (inklusive aller Unterordner)  J:/MGC    Requestor: [NAME] ([COMPANY]. [LOCATION])    Comment:,Fileservice,Medium
[PASSWORD] - New Support Ticket received  - Reset Password,Active Directory,Medium
[TICKET ID] - New Support Ticket received  - pagina bloqueada,Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/VORLAGEN     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - configuracion nuevo equipo,Support general,Medium
Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Agentur  Company: Welocalize  Department: GMC-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jun 29 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME]. [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Dec 13 2018 12:00AM     Additional information:,Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [NAME])  Access Type: (RW) Read / Write  File Share:  J:/Topf- und Substratbestellungen     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  J:/Topf- und Substratbestellungen,Fileservice,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/SB-BD_CONVISO SMART bitte neu anlegen   Besitzer: [NAME]   Zugriff:[NAME]Lüders. [NAME]. [NAME]       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Acceso a carpeta compartida COMEX,Fileservice,Medium
Please correct email address for [NAME]The email address for [NAME] should be [EMAIL] mailto:[EMAIL] like EVERY OTHER [COMPANY] email addressed user requested. It is set to [EMAIL]@[COMPANY] mailto:[EMAIL][COMPANY] and that is not correct. Again.,Support general,Medium
Add User to AD-Group,Active Directory,Medium
File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/Abt_CLC     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
File Share Access - [TICKET ID] - [USERNAME]. Jan ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Jan ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/IT     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Create Shared Mailbox - [EMAIL] - ExHub_Training,Support general,Medium
Light User for external - [TICKET ID] - [NAME]. Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [ADDRESS]  Function:[LOCATION]Berater China  Company:[LOCATION] Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Location:[LOCATION] Office:   Expiration date: Mar 31 2019 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 13 2018 12:00AM     Additional information:,Support general,Medium
Instalação da Impressora SHARP - MX2640 PCL6,Computer-Services,Medium
[TICKET ID] - New Support Ticket received  - Configuración equipos A6 [NAME],Support general,Medium
Missing connection to Directory (AD) on system [SERVER],Software,Medium
Initiated by [COMPANY][LOCATION]- Vulnerable Internet Explorere on [SERVER],Software,Medium
File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:    J:/PFM-PU               Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/DCD-C/R&D Webmag     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  S. E-Mail [NAME] [EMAIL] [NAME] [EMAIL] (2.1.2019),Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - AW: Order Provisioned: #[TICKET ID] - Install request for [NAME],Support general,Medium
Install printer driver,Computer-Services,Medium
[TICKET ID] - New Support Ticket received  - Conta Bloqueada,Active Directory,Medium
setup phone for email.phone contacts.okta.,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]Wiedereinrichtung auf neuem Handy,Software,Medium
PowerBI is not providing my reports,O365,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: reuter)  Access Type: (RW) Read / Write  File Share:  j:/stundenbuecher     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Reset the password asap,Active Directory,High
Access on LightHouse,Active Directory,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Okta verify,Software,Medium
[TICKET ID] - New Support Ticket received  - Dell laptop will not connect to the R drive.,Fileservice,Medium
[NAME] Mails aus Salesforce an Mailverteiler,Support general,Medium
[TICKET ID] - New Support Ticket received  - Instalación de software,Software,Medium
Problemas acesso VPN,Support general,Medium
[TICKET ID] - New Support Ticket received  - INSTALAR ATUALIZAÇÃO SICALC,Software,Medium
Creating of new Distribution Group in [LOCATION],Active Directory,Medium
usuario no recibe correos masivos,Support general,Medium
[TICKET ID] - New Support Ticket received  - Scan is not going through,Computer-Services,Medium
Impressora Borrando impressões,Computer-Services,Medium
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  41801  Company:  [COMPANY] SE  Department:  GGR-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:  [LOCATION]. BOB. UG / K29     Important: Please set the EA10 to the following value: 4378 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan  9 2019 12:00AM     Additional information:   Mitarbeiter wechselt intern und benötigt vollständige Technikausstattung.  Vorgestztenstruktur noch nicht aktualisiert. bitte dennoch freigeben.  Bitte Notebook und Keyboard mit deutscher Tastatur.  Vielen Dank.,Support general,Medium
Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  22104  Company:    Department:  [COMPANY]-CS  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 8708 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 16 2019 12:00AM     Additional information:   Bitte [NAME] der E-Mail Gruppe [COMPANY]-CS hinzufügen.  Telefonisch zu erreichen unter [PHONE],Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Guten Morgen.   würden Sie mir bitte den Zugriff auf die drei folgenden Ordnerstrukturen einrichten?    J:/HR_[SERVER]   J:/HR_[SERVER]   J:/HR_FRM-WBH   J:/PW-INSBB   Liebe Grüße. [NAME] Nollau   HR-Betreuung       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Update Power BI,O365,Medium
Initiated by GIT: Missing connection to directory (AD) on system [SERVER],Software,Medium
[TICKET ID] - New Support Ticket received  - email migration,O365,Medium
check_mk network Hostalarm: (US[COMPANY]01) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
[TICKET ID] - New information received on closed ticket  - Light User for external - [TICKET ID] - [NAME],Support general,Medium
[TICKET ID] - New Support Ticket received  - OS Update - [SERVER],Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - interrumpido acceso a J:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Windows update to 1803,Support general,Medium
Installation of Power BI desktop for user  [EMAIL] ,O365,Medium
File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  Voss. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/Wertprüfungen       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Light User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])Service Request: Light User  Create Light user for [NAME] ([COMPANY]. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone:   Cost Center: 150220  Company: [COMPANY] Services [ADDRESS] GmbH  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:      Important: Please set the EA10 to the following value: 13735 (leave blank. when empty)     Desired date: Feb 11 2019 12:00AM     Requestor: [NAME] ([COMPANY]. [LOCATION])     Additional information:,Support general,Medium
Delegation of Group - [SERVER]-LIMS,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Phone does not load email,O365,Medium
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:  J:/ZR_MAS     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - cant sign into Skype,O365,Medium
SR263409 - Leaving employee: The user Books; [NAME] ([COMPANY]; [LOCATION]) is going to leave [COMPANY] on 10;10;2017,Active Directory,Medium
Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]. Igor     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47046  Function: [COMPANY][LOCATION]consultant for BI  Company: [COMPANY] do Brasil Ltda.  Department: GIT-EST  [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 20 2018 12:00AM     Additional information:  New [COMPANY][LOCATION]consultant for BI. [NAME],Support general,Medium
