ticket_text,category,priority,cleaned_text
LIberacao do PowerBI no O365 para [NAME] e [NAME]Por favor poderiam faze-lo? Grato    [NAME]BA. PMP. CISSP.  [COMPANY] Services North America  Phone [PHONE]         Mobile [PHONE]  [EMAIL]<mailto:[EMAIL]>            [URL]>    ,Technical Issue,Medium,liberacao powerbi para por favor poderiam faze grato pmp cissp company services north america phone phone mobile phone email mailto email url
Ajuste FoneBoa tarde      Serviço ja ajustado do Fone.      Obrigado,General Query,Medium,ajuste foneboa tarde servi ajustado fone obrigado
Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Remove File Share Access     Remove file share access for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  File Share:  J:/[SERVER]  Verzeichnis kann gelöscht werden.     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Verzeichnis wurde aufgelöst und kann daher gelöscht werden.,Technical Issue,Medium,remove file share access ticket company location service request remove file share access remove file share access following user company location username username file share server verzeichnis kann gel scht werden requestor company location comment verzeichnis wurde aufgel und kann daher gel scht werden
[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Servicealarm: ([SERVER]) [COMPANY] LS Systemmanagement - [SOFTWARE] Depot Server: Service MATRIXRSYNC - OK -> CRIT,General Query,Medium,ticket support ticket forwarded role check servicealarm server company systemmanagement software depot server service matrixrsync crit
[TICKET ID] - A Support Ticket was forwarded to you  - Desbloqueio site PM de Cambé,General Query,Medium,ticket support ticket forwarded desbloqueio site camb
[TICKET ID] - A Support Ticket was forwarded to your role  - Unable to[LOCATION]from [NAME],General Query,Medium,ticket support ticket forwarded role unable location
[TICKET ID] - New Support Ticket received  -[LOCATION]issue,General Query,Medium,ticket new support ticket received location issue
Request to install a VM for testing purposes - Windows Defender ATP,Technical Issue,Medium,request install testing purposes windows defender atp
[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Windows Defender on [SERVER],General Query,Medium,ticket support ticket forwarded role initiated company location vulnerable windows defender server
Problemas impresora de sobres,Technical Issue,Medium,problemas impresora sobres
Cannot print labels from label printer,Technical Issue,Medium,print labels label printer
Data Factory - Azure Logic Apps (Please contact [NAME]),Technical Issue,Medium,data factory azure logic apps contact
Initiated by GIT: Missing connection to Directory (AD) on system [SERVER],Technical Issue,Medium,initiated git missing connection directory server
Email Excelância Comercial,General Query,Medium,email excel ncia comercial
Create Shared Mailbox - [TICKET ID] - my[COMPANY] RO,General Query,Medium,create shared mailbox ticket company
[TICKET ID] - New Support Ticket received  - Missing Analysis Tool for Excel,Technical Issue,Medium,ticket new support ticket received missing analysis tool excel
[TICKET ID] - New Support Ticket received  - New cell phone,General Query,Medium,ticket new support ticket received new cell phone
initiated by[LOCATION]: Question of the status of inactive systems,Technical Issue,Low,initiated location question status inactive systems
Acesso a pasta a usuario,Technical Issue,Medium,acesso pasta usuario
Ajuste no e-mail do depto de Crédito,General Query,Medium,ajuste mail depto dito
[TICKET ID] - New Support Ticket received  - bloqueo notbook,General Query,Medium,ticket new support ticket received bloqueo notbook
[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [USERNAME] ([COMPANY]. [LOCATION]),General Query,Medium,ticket new support ticket received basis user username username company location
[TICKET ID] - A Support Ticket was forwarded to your role  - Access to the shared mailbox,Technical Issue,Medium,ticket support ticket forwarded role access shared mailbox
Ativação VPNBoa Tarde!  Favor ativar o[LOCATION]para acesso as pastas em rede.  Motivo: Trabalho Home Office,General Query,Medium,ativa vpnboa tarde favor ativar location para acesso pastas rede motivo trabalho home office
bad address in the email,General Query,Medium,bad address email
GPO bitlocker,Account,Medium,gpo bitlocker
SR284515 Access to file share or specific folder: the user [NAME] ([COMPANY]; [LOCATION]) needs access to a fileshare,Technical Issue,Medium,access file share specific folder user company location needs access fileshare
[TICKET ID] - New Support Ticket received  - Lost Onedrive files,Technical Issue,Medium,ticket new support ticket received lost onedrive files
[TICKET ID] - New Support Ticket received  - [SOFTWARE] updates,General Query,Medium,ticket new support ticket received software updates
Delete Shared Mailbox - [EMAIL] - [EMAIL]AMA. [LOCATION]),General Query,Medium,delete shared mailbox email email ama location
Restrição de acessoBom dia!              Por gentileza. no grupo J a pasta Relatório - estoque fazer uma restrição de acesso. sendo disponivel apenas para:      - [NAME];    - [NAME];    - [NAME];    - [NAME].        [Image],Account,Medium,restri acessobom dia por gentileza grupo pasta relat rio estoque fazer uma restri acesso sendo disponivel apenas para image
Zugriffsrechte auf Shared Mailbox entziehen,General Query,Medium,zugriffsrechte auf shared mailbox entziehen
Intranet User - [USERNAME] -  (External. [LOCATION])Service Request: Intranet User     Create Intranet only user for [USERNAME] (External. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]  Cost Center: [ADDRESS]  Company:   Department: [COMPANY] SE  Street:   ZIP:   City:   Country: Germany  Office: BOB. 2.54     Important: Please set the EA10 to the following value: [EMAIL] (leave blank. when empty)     Requestor: [NAME] ([COMPANY]. [LOCATION])  Additional information:  Frau Schlegel ist externe Mitarbeiterin und benötigt wieder Zugriff zum Intranet,Account,Medium,intranet user username external location service request intranet user create intranet user username external location firstname lastname cost center address company department company street zip city country germany office bob important set following value email leave blank requestor company location additional information frau schlegel ist externe mitarbeiterin und ben tigt wieder zugriff zum intranet
Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Agentur Polen  Company: BizWebStudio  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jun 29 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME]. [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Dec 17 2018 12:00AM     Additional information:,General Query,Medium,light user external ticket username service request light user external create light user username firstname lastname ailaddress email phone phone cost center function agentur polen company bizwebstudio department address address zip address city address country address location location office expiration date jun important indicate external user requestor username company location desired date dec additional information
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Please provide access to:    J:/SC[LOCATION]/01_ICB_31122018       Thank you!       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Bitte richten Sie [NAME] Zugriff auf folgenden ordner ein: J:/SC[LOCATION]/01_ICB_31122018  Please provide acces to the following folder: J:/SC[LOCATION]/01_ICB_31122018  Thank you!,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user username company location username username access type read write file share provide access location icb thank requestor company location comment bitte richten sie zugriff auf folgenden ordner ein location icb provide acces following folder location icb thank
Unable to access required training website.Hello.  We got notice of training due by the end of June and our normal login credentials were supposed to work.  However. when I tried to login the site would not accept my login credentials for some reason.  Can you look at this to see why I am not able to login?  I was working from home at the time and connected via[LOCATION]when I tried to take the training. The[LOCATION]is provided here:  [URL]  Thanks  [NAME],Account,Medium,unable access required training website hello got notice training end june normal login credentials supposed work tried login site accept login credentials reason look able login working home time connected location tried training location provided url thanks
